2023-05-22 15:05:444 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:466 INFO  ViewSystemUsersPage :125 - Get text [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //h6[normalize-space()='Add User']]
2023-05-22 17:05:722 INFO  AddUserPage :118 - Set role : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //span[contains(text(),'Admin')]]
2023-05-22 17:05:177 INFO  AddUserPage :111 - Send text : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //input[@placeholder='Type for hints...']]
2023-05-22 17:05:437 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 17:05:132 INFO  AddUserPage :65 - Enter user name : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 17:05:762 INFO  AddUserPage :95 - Send text : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: (//input[@type='password'])[1]]
2023-05-22 17:05:948 INFO  AddUserPage :89 - Send text : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: (//input[@type='password'])[2]]
2023-05-22 17:05:38 INFO  AddUserPage :77 - Click on save : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-05-22 17:05:662 INFO  AddUserPage :122 - Get text : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //div[@class='oxd-toast-content oxd-toast-content--success']/p[2]]
2023-05-22 17:05:398 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:446 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //input[@placeholder='username']]
2023-05-22 17:05:645 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //input[@placeholder='password']]
2023-05-22 17:05:714 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 17:05:428 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 17:05:986 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 17:05:492 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 17:05:652 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 17:05:766 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //button[normalize-space()='Search']]
2023-05-22 17:05:49 INFO  ViewSystemUsersPage :75 - Get text [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //div[@class='oxd-table-card']/div/div[2]/div]
2023-05-22 17:05:184 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:199 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //input[@placeholder='username']]
2023-05-22 17:05:352 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //input[@placeholder='password']]
2023-05-22 17:05:433 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 17:05:581 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 17:05:22 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 17:05:476 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 17:05:716 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 17:05:909 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //button[normalize-space()='Search']]
2023-05-22 17:05:249 INFO  ViewSystemUsersPage :75 - Get text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //div[@class='oxd-table-card']/div/div[2]/div]
2023-05-22 17:05:393 INFO  ViewSystemUsersPage :70 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: (//i[@class='oxd-icon bi-check oxd-checkbox-input-icon'])[2]]
2023-05-22 17:05:611 INFO  ViewSystemUsersPage :82 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //button[normalize-space()='Delete Selected']]
2023-05-22 17:05:808 INFO  ViewSystemUsersPage :64 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //button[normalize-space()='Yes, Delete']]
2023-05-22 17:05:33 INFO  ViewSystemUsersPage :136 - Get text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //div[@class='oxd-toast-content oxd-toast-content--success']/p[2]]
2023-05-22 17:05:296 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:982 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //input[@placeholder='username']]
2023-05-22 17:05:157 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //input[@placeholder='password']]
2023-05-22 17:05:234 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 17:05:25 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 17:05:528 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 17:05:995 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 17:05:148 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 17:05:249 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //button[normalize-space()='Search']]
2023-05-22 17:05:623 INFO  AddUserPage :127 - Get text : [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //span[normalize-space()='No Records Found']]
